page,url,ss,source_query,URL_STRUCTURE_PASS,WANDROZ_QUERY_MATCH,BOOKING_DESTINATION_VERIFIED,AFFILIATE_ATTRIBUTION_VERIFIED,destination_class,notes
paris/picpus,https://www.booking.com/searchresults.html?ss=Picpus%2C%20Paris%2C%20France,"Picpus, Paris, France","Picpus, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/bercy,https://www.booking.com/searchresults.html?ss=Bercy%2C%20Paris%2C%20France,"Bercy, Paris, France","Bercy, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/quinze-vingts,https://www.booking.com/searchresults.html?ss=Quinze-Vingts%2C%20Paris%2C%20France,"Quinze-Vingts, Paris, France","Quinze-Vingts, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/salpetriere,https://www.booking.com/searchresults.html?ss=Quartier%20de%20la%20Salp%C3%AAtri%C3%A8re%2C%20Paris%2013e%2C%20France,"Quartier de la Salpêtrière, Paris 13e, France","Quartier de la Salpêtrière, Paris 13e, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/gare,https://www.booking.com/searchresults.html?ss=Quartier%20de%20la%20Gare%2C%20Paris%2013e%2C%20France,"Quartier de la Gare, Paris 13e, France","Quartier de la Gare, Paris 13e, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/maison-blanche,https://www.booking.com/searchresults.html?ss=Maison-Blanche%2C%20Paris%2C%20France,"Maison-Blanche, Paris, France","Maison-Blanche, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/croulebarbe,https://www.booking.com/searchresults.html?ss=Quartier%20de%20la%20Croulebarbe%2C%20Paris%2013e%2C%20France,"Quartier de la Croulebarbe, Paris 13e, France","Quartier de la Croulebarbe, Paris 13e, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/montparnasse,https://www.booking.com/searchresults.html?ss=Montparnasse%2C%20Paris%2C%20France,"Montparnasse, Paris, France","Montparnasse, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/parc-de-montsouris,https://www.booking.com/searchresults.html?ss=Parc-de-Montsouris%2C%20Paris%2C%20France,"Parc-de-Montsouris, Paris, France","Parc-de-Montsouris, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/petit-montrouge,https://www.booking.com/searchresults.html?ss=Petit-Montrouge%2C%20Paris%2C%20France,"Petit-Montrouge, Paris, France","Petit-Montrouge, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/plaisance,https://www.booking.com/searchresults.html?ss=Plaisance%2C%20Paris%2C%20France,"Plaisance, Paris, France","Plaisance, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/saint-lambert,https://www.booking.com/searchresults.html?ss=Quartier%20Saint-Lambert%2C%20Paris%2015e%2C%20France,"Quartier Saint-Lambert, Paris 15e, France","Quartier Saint-Lambert, Paris 15e, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/necker,https://www.booking.com/searchresults.html?ss=Quartier%20Necker%2C%20Paris%2015e%2C%20France,"Quartier Necker, Paris 15e, France","Quartier Necker, Paris 15e, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/grenelle,https://www.booking.com/searchresults.html?ss=Grenelle%2C%20Paris%2C%20France,"Grenelle, Paris, France","Grenelle, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/javel,https://www.booking.com/searchresults.html?ss=Javel%2C%20Paris%2C%20France,"Javel, Paris, France","Javel, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/auteuil,https://www.booking.com/searchresults.html?ss=Auteuil%2C%20Paris%2C%20France,"Auteuil, Paris, France","Auteuil, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/muette,https://www.booking.com/searchresults.html?ss=Muette%2C%20Paris%2C%20France,"Muette, Paris, France","Muette, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/porte-dauphine,https://www.booking.com/searchresults.html?ss=Porte-Dauphine%2C%20Paris%2C%20France,"Porte-Dauphine, Paris, France","Porte-Dauphine, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/chaillot,https://www.booking.com/searchresults.html?ss=Chaillot%2C%20Paris%2C%20France,"Chaillot, Paris, France","Chaillot, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/ternes,https://www.booking.com/searchresults.html?ss=Ternes%2C%20Paris%2C%20France,"Ternes, Paris, France","Ternes, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/plaine-de-monceaux,https://www.booking.com/searchresults.html?ss=Plaine%20de%20Monceaux%2C%20Paris%2C%20France,"Plaine de Monceaux, Paris, France","Plaine de Monceaux, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/batignolles,https://www.booking.com/searchresults.html?ss=Batignolles%2C%20Paris%2C%20France,"Batignolles, Paris, France","Batignolles, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/epinettes,https://www.booking.com/searchresults.html?ss=Quartier%20des%20%C3%89pinettes%2C%20Paris%2017e%2C%20France,"Quartier des Épinettes, Paris 17e, France","Quartier des Épinettes, Paris 17e, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/grandes-carrieres,https://www.booking.com/searchresults.html?ss=Quartier%20des%20Grandes-Carri%C3%A8res%2C%20Paris%2018e%2C%20France,"Quartier des Grandes-Carrières, Paris 18e, France","Quartier des Grandes-Carrières, Paris 18e, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/clignancourt,https://www.booking.com/searchresults.html?ss=Clignancourt%2C%20Paris%2C%20France,"Clignancourt, Paris, France","Clignancourt, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/goutte-d-or,https://www.booking.com/searchresults.html?ss=Goutte-d%27Or%2C%20Paris%2C%20France,"Goutte-d'Or, Paris, France","Goutte-d'Or, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/la-chapelle,https://www.booking.com/searchresults.html?ss=La%20Chapelle%2C%20Paris%2C%20France,"La Chapelle, Paris, France","La Chapelle, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/villette,https://www.booking.com/searchresults.html?ss=La%20Villette%2C%20Paris%2019e%2C%20France,"La Villette, Paris 19e, France","La Villette, Paris 19e, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/pont-de-flandre,https://www.booking.com/searchresults.html?ss=Quartier%20de%20Pont-de-Flandre%2C%20Paris%2019e%2C%20France,"Quartier de Pont-de-Flandre, Paris 19e, France","Quartier de Pont-de-Flandre, Paris 19e, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/amerique,https://www.booking.com/searchresults.html?ss=Quartier%20d%27Am%C3%A9rique%2C%20Paris%2019e%2C%20France,"Quartier d'Amérique, Paris 19e, France","Quartier d'Amérique, Paris 19e, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/combat,https://www.booking.com/searchresults.html?ss=Quartier%20du%20Combat%2C%20Paris%2019e%2C%20France,"Quartier du Combat, Paris 19e, France","Quartier du Combat, Paris 19e, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/belleville,https://www.booking.com/searchresults.html?ss=Belleville%2C%20Paris%2C%20France,"Belleville, Paris, France","Belleville, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/saint-fargeau,https://www.booking.com/searchresults.html?ss=Quartier%20Saint-Fargeau%2C%20Paris%2020e%2C%20France,"Quartier Saint-Fargeau, Paris 20e, France","Quartier Saint-Fargeau, Paris 20e, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/pere-lachaise,https://www.booking.com/searchresults.html?ss=P%C3%A8re-Lachaise%2C%20Paris%2C%20France,"Père-Lachaise, Paris, France","Père-Lachaise, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/charonne,https://www.booking.com/searchresults.html?ss=Charonne%2C%20Paris%2C%20France,"Charonne, Paris, France","Charonne, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-1,https://www.booking.com/searchresults.html?ss=Praha%201%2C%20Prague%2C%20Czechia,"Praha 1, Prague, Czechia","Praha 1, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-10,https://www.booking.com/searchresults.html?ss=Praha%2010%2C%20Prague%2C%20Czechia,"Praha 10, Prague, Czechia","Praha 10, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-11,https://www.booking.com/searchresults.html?ss=Praha%2011%2C%20Prague%2C%20Czechia,"Praha 11, Prague, Czechia","Praha 11, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-12,https://www.booking.com/searchresults.html?ss=Praha%2012%2C%20Prague%2C%20Czechia,"Praha 12, Prague, Czechia","Praha 12, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-13,https://www.booking.com/searchresults.html?ss=Praha%2013%2C%20Prague%2C%20Czechia,"Praha 13, Prague, Czechia","Praha 13, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-14,https://www.booking.com/searchresults.html?ss=Praha%2014%2C%20Prague%2C%20Czechia,"Praha 14, Prague, Czechia","Praha 14, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-15,https://www.booking.com/searchresults.html?ss=Praha%2015%2C%20Prague%2C%20Czechia,"Praha 15, Prague, Czechia","Praha 15, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-16,https://www.booking.com/searchresults.html?ss=Praha%2016%2C%20Prague%2C%20Czechia,"Praha 16, Prague, Czechia","Praha 16, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-17,https://www.booking.com/searchresults.html?ss=Praha%2017%2C%20Prague%2C%20Czechia,"Praha 17, Prague, Czechia","Praha 17, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-18,https://www.booking.com/searchresults.html?ss=Praha%2018%2C%20Prague%2C%20Czechia,"Praha 18, Prague, Czechia","Praha 18, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-19,https://www.booking.com/searchresults.html?ss=Praha%2019%2C%20Prague%2C%20Czechia,"Praha 19, Prague, Czechia","Praha 19, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-2,https://www.booking.com/searchresults.html?ss=Praha%202%2C%20Prague%2C%20Czechia,"Praha 2, Prague, Czechia","Praha 2, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-20,https://www.booking.com/searchresults.html?ss=Praha%2020%2C%20Prague%2C%20Czechia,"Praha 20, Prague, Czechia","Praha 20, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-21,https://www.booking.com/searchresults.html?ss=Praha%2021%2C%20Prague%2C%20Czechia,"Praha 21, Prague, Czechia","Praha 21, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-22,https://www.booking.com/searchresults.html?ss=Praha%2022%2C%20Prague%2C%20Czechia,"Praha 22, Prague, Czechia","Praha 22, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-3,https://www.booking.com/searchresults.html?ss=Praha%203%2C%20Prague%2C%20Czechia,"Praha 3, Prague, Czechia","Praha 3, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-4,https://www.booking.com/searchresults.html?ss=Praha%204%2C%20Prague%2C%20Czechia,"Praha 4, Prague, Czechia","Praha 4, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-5,https://www.booking.com/searchresults.html?ss=Praha%205%2C%20Prague%2C%20Czechia,"Praha 5, Prague, Czechia","Praha 5, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-6,https://www.booking.com/searchresults.html?ss=Praha%206%2C%20Prague%2C%20Czechia,"Praha 6, Prague, Czechia","Praha 6, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-7,https://www.booking.com/searchresults.html?ss=Praha%207%2C%20Prague%2C%20Czechia,"Praha 7, Prague, Czechia","Praha 7, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-8,https://www.booking.com/searchresults.html?ss=Praha%208%2C%20Prague%2C%20Czechia,"Praha 8, Prague, Czechia","Praha 8, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-9,https://www.booking.com/searchresults.html?ss=Praha%209%2C%20Prague%2C%20Czechia,"Praha 9, Prague, Czechia","Praha 9, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-benice,https://www.booking.com/searchresults.html?ss=Praha-Benice%2C%20Prague%2C%20Czechia,"Praha-Benice, Prague, Czechia","Praha-Benice, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-bechovice,https://www.booking.com/searchresults.html?ss=Praha-B%C4%9Bchovice%2C%20Prague%2C%20Czechia,"Praha-Běchovice, Prague, Czechia","Praha-Běchovice, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-brezineves,https://www.booking.com/searchresults.html?ss=Praha-B%C5%99ezin%C4%9Bves%2C%20Prague%2C%20Czechia,"Praha-Březiněves, Prague, Czechia","Praha-Březiněves, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-dolni-chabry,https://www.booking.com/searchresults.html?ss=Praha-Doln%C3%AD%20Chabry%2C%20Prague%2C%20Czechia,"Praha-Dolní Chabry, Prague, Czechia","Praha-Dolní Chabry, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-dolni-mecholupy,https://www.booking.com/searchresults.html?ss=Praha-Doln%C3%AD%20M%C4%9Bcholupy%2C%20Prague%2C%20Czechia,"Praha-Dolní Měcholupy, Prague, Czechia","Praha-Dolní Měcholupy, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-dolni-pocernice,https://www.booking.com/searchresults.html?ss=Praha-Doln%C3%AD%20Po%C4%8Dernice%2C%20Prague%2C%20Czechia,"Praha-Dolní Počernice, Prague, Czechia","Praha-Dolní Počernice, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-dubec,https://www.booking.com/searchresults.html?ss=Praha-Dube%C4%8D%2C%20Prague%2C%20Czechia,"Praha-Dubeč, Prague, Czechia","Praha-Dubeč, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-klanovice,https://www.booking.com/searchresults.html?ss=Praha-Kl%C3%A1novice%2C%20Prague%2C%20Czechia,"Praha-Klánovice, Prague, Czechia","Praha-Klánovice, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-kolodeje,https://www.booking.com/searchresults.html?ss=Praha-Kolod%C4%9Bje%2C%20Prague%2C%20Czechia,"Praha-Koloděje, Prague, Czechia","Praha-Koloděje, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-kolovraty,https://www.booking.com/searchresults.html?ss=Praha-Kolovraty%2C%20Prague%2C%20Czechia,"Praha-Kolovraty, Prague, Czechia","Praha-Kolovraty, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-kralovice,https://www.booking.com/searchresults.html?ss=Praha-Kr%C3%A1lovice%2C%20Prague%2C%20Czechia,"Praha-Královice, Prague, Czechia","Praha-Královice, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-kunratice,https://www.booking.com/searchresults.html?ss=Praha-Kunratice%2C%20Prague%2C%20Czechia,"Praha-Kunratice, Prague, Czechia","Praha-Kunratice, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-kreslice,https://www.booking.com/searchresults.html?ss=Praha-K%C5%99eslice%2C%20Prague%2C%20Czechia,"Praha-Křeslice, Prague, Czechia","Praha-Křeslice, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-libus,https://www.booking.com/searchresults.html?ss=Praha-Libu%C5%A1%2C%20Prague%2C%20Czechia,"Praha-Libuš, Prague, Czechia","Praha-Libuš, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-lipence,https://www.booking.com/searchresults.html?ss=Praha-Lipence%2C%20Prague%2C%20Czechia,"Praha-Lipence, Prague, Czechia","Praha-Lipence, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-lochkov,https://www.booking.com/searchresults.html?ss=Praha-Lochkov%2C%20Prague%2C%20Czechia,"Praha-Lochkov, Prague, Czechia","Praha-Lochkov, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-lysolaje,https://www.booking.com/searchresults.html?ss=Praha-Lysolaje%2C%20Prague%2C%20Czechia,"Praha-Lysolaje, Prague, Czechia","Praha-Lysolaje, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-nebusice,https://www.booking.com/searchresults.html?ss=Praha-Nebu%C5%A1ice%2C%20Prague%2C%20Czechia,"Praha-Nebušice, Prague, Czechia","Praha-Nebušice, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-nedvezi,https://www.booking.com/searchresults.html?ss=Praha-Nedv%C4%9Bz%C3%AD%2C%20Prague%2C%20Czechia,"Praha-Nedvězí, Prague, Czechia","Praha-Nedvězí, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-petrovice,https://www.booking.com/searchresults.html?ss=Praha-Petrovice%2C%20Prague%2C%20Czechia,"Praha-Petrovice, Prague, Czechia","Praha-Petrovice, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-predni-kopanina,https://www.booking.com/searchresults.html?ss=Praha-P%C5%99edn%C3%AD%20Kopanina%2C%20Prague%2C%20Czechia,"Praha-Přední Kopanina, Prague, Czechia","Praha-Přední Kopanina, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-satalice,https://www.booking.com/searchresults.html?ss=Praha-Satalice%2C%20Prague%2C%20Czechia,"Praha-Satalice, Prague, Czechia","Praha-Satalice, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-slivenec,https://www.booking.com/searchresults.html?ss=Praha-Slivenec%2C%20Prague%2C%20Czechia,"Praha-Slivenec, Prague, Czechia","Praha-Slivenec, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-suchdol,https://www.booking.com/searchresults.html?ss=Praha-Suchdol%2C%20Prague%2C%20Czechia,"Praha-Suchdol, Prague, Czechia","Praha-Suchdol, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-troja,https://www.booking.com/searchresults.html?ss=Praha-Troja%2C%20Prague%2C%20Czechia,"Praha-Troja, Prague, Czechia","Praha-Troja, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-velka-chuchle,https://www.booking.com/searchresults.html?ss=Praha-Velk%C3%A1%20Chuchle%2C%20Prague%2C%20Czechia,"Praha-Velká Chuchle, Prague, Czechia","Praha-Velká Chuchle, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-vinor,https://www.booking.com/searchresults.html?ss=Praha-Vino%C5%99%2C%20Prague%2C%20Czechia,"Praha-Vinoř, Prague, Czechia","Praha-Vinoř, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-zbraslav,https://www.booking.com/searchresults.html?ss=Praha-Zbraslav%2C%20Prague%2C%20Czechia,"Praha-Zbraslav, Prague, Czechia","Praha-Zbraslav, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-zlicin,https://www.booking.com/searchresults.html?ss=Praha-Zli%C4%8D%C3%ADn%2C%20Prague%2C%20Czechia,"Praha-Zličín, Prague, Czechia","Praha-Zličín, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-ujezd,https://www.booking.com/searchresults.html?ss=Praha-%C3%9Ajezd%2C%20Prague%2C%20Czechia,"Praha-Újezd, Prague, Czechia","Praha-Újezd, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-cakovice,https://www.booking.com/searchresults.html?ss=Praha-%C4%8Cakovice%2C%20Prague%2C%20Czechia,"Praha-Čakovice, Prague, Czechia","Praha-Čakovice, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
