page,url,ss,source_query,URL_STRUCTURE_PASS,WANDROZ_QUERY_MATCH,BOOKING_DESTINATION_VERIFIED,AFFILIATE_ATTRIBUTION_VERIFIED,destination_class,notes
amsterdam/oude-pijp,https://www.booking.com/searchresults.html?ss=Oude%20Pijp%2C%20Amsterdam%2C%20Netherlands,"Oude Pijp, Amsterdam, Netherlands","Oude Pijp, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/overtoomse-sluis,https://www.booking.com/searchresults.html?ss=Overtoomse%20Sluis%2C%20Amsterdam%2C%20Netherlands,"Overtoomse Sluis, Amsterdam, Netherlands","Overtoomse Sluis, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/overtoomse-veld,https://www.booking.com/searchresults.html?ss=Overtoomse%20Veld%2C%20Amsterdam%2C%20Netherlands,"Overtoomse Veld, Amsterdam, Netherlands","Overtoomse Veld, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/prinses-irenebuurt-e-o,https://www.booking.com/searchresults.html?ss=Prinses%20Irenebuurt%20e.o.%2C%20Amsterdam%2C%20Netherlands,"Prinses Irenebuurt e.o., Amsterdam, Netherlands","Prinses Irenebuurt e.o., Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/reigersbos,https://www.booking.com/searchresults.html?ss=Reigersbos%2C%20Amsterdam%2C%20Netherlands,"Reigersbos, Amsterdam, Netherlands","Reigersbos, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/rijnbuurt,https://www.booking.com/searchresults.html?ss=Rijnbuurt%2C%20Amsterdam%2C%20Netherlands,"Rijnbuurt, Amsterdam, Netherlands","Rijnbuurt, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/scheldebuurt,https://www.booking.com/searchresults.html?ss=Scheldebuurt%2C%20Amsterdam%2C%20Netherlands,"Scheldebuurt, Amsterdam, Netherlands","Scheldebuurt, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/schinkelbuurt,https://www.booking.com/searchresults.html?ss=Schinkelbuurt%2C%20Amsterdam%2C%20Netherlands,"Schinkelbuurt, Amsterdam, Netherlands","Schinkelbuurt, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/sloten-nieuw-sloten,https://www.booking.com/searchresults.html?ss=Sloten/Nieuw-Sloten%2C%20Amsterdam%2C%20Netherlands,"Sloten/Nieuw-Sloten, Amsterdam, Netherlands","Sloten/Nieuw-Sloten, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/sloterdijk-nieuw-west,https://www.booking.com/searchresults.html?ss=Sloterdijk%20Nieuw-West%2C%20Amsterdam%2C%20Netherlands,"Sloterdijk Nieuw-West, Amsterdam, Netherlands","Sloterdijk Nieuw-West, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/sloterdijk-west,https://www.booking.com/searchresults.html?ss=Sloterdijk-West%2C%20Amsterdam%2C%20Netherlands,"Sloterdijk-West, Amsterdam, Netherlands","Sloterdijk-West, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/slotermeer-noordoost,https://www.booking.com/searchresults.html?ss=Slotermeer-Noordoost%2C%20Amsterdam%2C%20Netherlands,"Slotermeer-Noordoost, Amsterdam, Netherlands","Slotermeer-Noordoost, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/slotermeer-west,https://www.booking.com/searchresults.html?ss=Slotermeer-West%2C%20Amsterdam%2C%20Netherlands,"Slotermeer-West, Amsterdam, Netherlands","Slotermeer-West, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/slotermeer-zuidoost,https://www.booking.com/searchresults.html?ss=Slotermeer-Zuidoost%2C%20Amsterdam%2C%20Netherlands,"Slotermeer-Zuidoost, Amsterdam, Netherlands","Slotermeer-Zuidoost, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/slotervaart-noord,https://www.booking.com/searchresults.html?ss=Slotervaart-Noord%2C%20Amsterdam%2C%20Netherlands,"Slotervaart-Noord, Amsterdam, Netherlands","Slotervaart-Noord, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/slotervaart-zuid,https://www.booking.com/searchresults.html?ss=Slotervaart-Zuid%2C%20Amsterdam%2C%20Netherlands,"Slotervaart-Zuid, Amsterdam, Netherlands","Slotervaart-Zuid, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/spaarndammerbuurt-zeeheldenbuurt,https://www.booking.com/searchresults.html?ss=Spaarndammerbuurt/Zeeheldenbuurt%2C%20Amsterdam%2C%20Netherlands,"Spaarndammerbuurt/Zeeheldenbuurt, Amsterdam, Netherlands","Spaarndammerbuurt/Zeeheldenbuurt, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/staatsliedenbuurt,https://www.booking.com/searchresults.html?ss=Staatsliedenbuurt%2C%20Amsterdam%2C%20Netherlands,"Staatsliedenbuurt, Amsterdam, Netherlands","Staatsliedenbuurt, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/stadionbuurt,https://www.booking.com/searchresults.html?ss=Stadionbuurt%2C%20Amsterdam%2C%20Netherlands,"Stadionbuurt, Amsterdam, Netherlands","Stadionbuurt, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/transvaalbuurt,https://www.booking.com/searchresults.html?ss=Transvaalbuurt%2C%20Amsterdam%2C%20Netherlands,"Transvaalbuurt, Amsterdam, Netherlands","Transvaalbuurt, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/tuindorp-buiksloot,https://www.booking.com/searchresults.html?ss=Tuindorp%20Buiksloot%2C%20Amsterdam%2C%20Netherlands,"Tuindorp Buiksloot, Amsterdam, Netherlands","Tuindorp Buiksloot, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/tuindorp-nieuwendam,https://www.booking.com/searchresults.html?ss=Tuindorp%20Nieuwendam%2C%20Amsterdam%2C%20Netherlands,"Tuindorp Nieuwendam, Amsterdam, Netherlands","Tuindorp Nieuwendam, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/tuindorp-oostzaan,https://www.booking.com/searchresults.html?ss=Tuindorp%20Oostzaan%2C%20Amsterdam%2C%20Netherlands,"Tuindorp Oostzaan, Amsterdam, Netherlands","Tuindorp Oostzaan, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/van-galenbuurt,https://www.booking.com/searchresults.html?ss=Van%20Galenbuurt%2C%20Amsterdam%2C%20Netherlands,"Van Galenbuurt, Amsterdam, Netherlands","Van Galenbuurt, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/van-lennepbuurt,https://www.booking.com/searchresults.html?ss=Van%20Lennepbuurt%2C%20Amsterdam%2C%20Netherlands,"Van Lennepbuurt, Amsterdam, Netherlands","Van Lennepbuurt, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/venserpolder,https://www.booking.com/searchresults.html?ss=Venserpolder%2C%20Amsterdam%2C%20Netherlands,"Venserpolder, Amsterdam, Netherlands","Venserpolder, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/volewijck,https://www.booking.com/searchresults.html?ss=Volewijck%2C%20Amsterdam%2C%20Netherlands,"Volewijck, Amsterdam, Netherlands","Volewijck, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/vondelparkbuurt,https://www.booking.com/searchresults.html?ss=Vondelparkbuurt%2C%20Amsterdam%2C%20Netherlands,"Vondelparkbuurt, Amsterdam, Netherlands","Vondelparkbuurt, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/waterland,https://www.booking.com/searchresults.html?ss=Waterland%2C%20Amsterdam%2C%20Netherlands,"Waterland, Amsterdam, Netherlands","Waterland, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/waterlandpleinbuurt,https://www.booking.com/searchresults.html?ss=Waterlandpleinbuurt%2C%20Amsterdam%2C%20Netherlands,"Waterlandpleinbuurt, Amsterdam, Netherlands","Waterlandpleinbuurt, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/weesp-binnenstad-zuid,https://www.booking.com/searchresults.html?ss=Weesp%20Binnenstad/Zuid%2C%20Amsterdam%2C%20Netherlands,"Weesp Binnenstad/Zuid, Amsterdam, Netherlands","Weesp Binnenstad/Zuid, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/weesp-noordwest,https://www.booking.com/searchresults.html?ss=Weesp-Noordwest%2C%20Amsterdam%2C%20Netherlands,"Weesp-Noordwest, Amsterdam, Netherlands","Weesp-Noordwest, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/weesperbuurt-plantage,https://www.booking.com/searchresults.html?ss=Weesperbuurt/Plantage%2C%20Amsterdam%2C%20Netherlands,"Weesperbuurt/Plantage, Amsterdam, Netherlands","Weesperbuurt/Plantage, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/weesperzijde,https://www.booking.com/searchresults.html?ss=Weesperzijde%2C%20Amsterdam%2C%20Netherlands,"Weesperzijde, Amsterdam, Netherlands","Weesperzijde, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/westindische-buurt,https://www.booking.com/searchresults.html?ss=Westindische%20Buurt%2C%20Amsterdam%2C%20Netherlands,"Westindische Buurt, Amsterdam, Netherlands","Westindische Buurt, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/westlandgracht,https://www.booking.com/searchresults.html?ss=Westlandgracht%2C%20Amsterdam%2C%20Netherlands,"Westlandgracht, Amsterdam, Netherlands","Westlandgracht, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/willemspark,https://www.booking.com/searchresults.html?ss=Willemspark%2C%20Amsterdam%2C%20Netherlands,"Willemspark, Amsterdam, Netherlands","Willemspark, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/zeeburgereiland-bovendiep,https://www.booking.com/searchresults.html?ss=Zeeburgereiland/Bovendiep%2C%20Amsterdam%2C%20Netherlands,"Zeeburgereiland/Bovendiep, Amsterdam, Netherlands","Zeeburgereiland/Bovendiep, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/zuid-pijp,https://www.booking.com/searchresults.html?ss=Zuid%20Pijp%2C%20Amsterdam%2C%20Netherlands,"Zuid Pijp, Amsterdam, Netherlands","Zuid Pijp, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
amsterdam/zuidas,https://www.booking.com/searchresults.html?ss=Zuidas%2C%20Amsterdam%2C%20Netherlands,"Zuidas, Amsterdam, Netherlands","Zuidas, Amsterdam, Netherlands",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
athens/1-municipal-district,https://www.booking.com/searchresults.html?ss=Syntagma%2C%20Athens%2C%20Greece,"Syntagma, Athens, Greece","Syntagma, Athens, Greece",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
athens/2-municipal-district,https://www.booking.com/searchresults.html?ss=Pangrati%2C%20Athens%2C%20Greece,"Pangrati, Athens, Greece","Pangrati, Athens, Greece",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
athens/3-municipal-district,https://www.booking.com/searchresults.html?ss=Thiseio%2C%20Athens%2C%20Greece,"Thiseio, Athens, Greece","Thiseio, Athens, Greece",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
athens/4-municipal-district,https://www.booking.com/searchresults.html?ss=Sepolia%2C%20Athens%2C%20Greece,"Sepolia, Athens, Greece","Sepolia, Athens, Greece",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
athens/5-municipal-district,https://www.booking.com/searchresults.html?ss=Patisia%2C%20Athens%2C%20Greece,"Patisia, Athens, Greece","Patisia, Athens, Greece",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
athens/6-municipal-district,https://www.booking.com/searchresults.html?ss=Kypseli%2C%20Athens%2C%20Greece,"Kypseli, Athens, Greece","Kypseli, Athens, Greece",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
athens/7-municipal-district,https://www.booking.com/searchresults.html?ss=Ampelokipoi%2C%20Athens%2C%20Greece,"Ampelokipoi, Athens, Greece","Ampelokipoi, Athens, Greece",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/el-raval,https://www.booking.com/searchresults.html?ss=el%20Raval%2C%20Barcelona%2C%20Spain,"el Raval, Barcelona, Spain","el Raval, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/el-barri-gotic,https://www.booking.com/searchresults.html?ss=el%20Barri%20G%C3%B2tic%2C%20Barcelona%2C%20Spain,"el Barri Gòtic, Barcelona, Spain","el Barri Gòtic, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/la-barceloneta,https://www.booking.com/searchresults.html?ss=la%20Barceloneta%2C%20Barcelona%2C%20Spain,"la Barceloneta, Barcelona, Spain","la Barceloneta, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/la-dreta-de-l-eixample,https://www.booking.com/searchresults.html?ss=la%20Dreta%20de%20l%27Eixample%2C%20Barcelona%2C%20Spain,"la Dreta de l'Eixample, Barcelona, Spain","la Dreta de l'Eixample, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/l-antiga-esquerra-de-l-eixample,https://www.booking.com/searchresults.html?ss=l%27Antiga%20Esquerra%20de%20l%27Eixample%2C%20Barcelona%2C%20Spain,"l'Antiga Esquerra de l'Eixample, Barcelona, Spain","l'Antiga Esquerra de l'Eixample, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/la-nova-esquerra-de-l-eixample,https://www.booking.com/searchresults.html?ss=la%20Nova%20Esquerra%20de%20l%27Eixample%2C%20Barcelona%2C%20Spain,"la Nova Esquerra de l'Eixample, Barcelona, Spain","la Nova Esquerra de l'Eixample, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/sant-antoni,https://www.booking.com/searchresults.html?ss=Sant%20Antoni%2C%20Barcelona%2C%20Spain,"Sant Antoni, Barcelona, Spain","Sant Antoni, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/el-poble-sec,https://www.booking.com/searchresults.html?ss=el%20Poble-sec%2C%20Barcelona%2C%20Spain,"el Poble-sec, Barcelona, Spain","el Poble-sec, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/la-marina-del-prat-vermell,https://www.booking.com/searchresults.html?ss=la%20Marina%20del%20Prat%20Vermell%2C%20Barcelona%2C%20Spain,"la Marina del Prat Vermell, Barcelona, Spain","la Marina del Prat Vermell, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/la-marina-de-port,https://www.booking.com/searchresults.html?ss=la%20Marina%20de%20Port%2C%20Barcelona%2C%20Spain,"la Marina de Port, Barcelona, Spain","la Marina de Port, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/la-font-de-la-guatlla,https://www.booking.com/searchresults.html?ss=la%20Font%20de%20la%20Guatlla%2C%20Barcelona%2C%20Spain,"la Font de la Guatlla, Barcelona, Spain","la Font de la Guatlla, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/sant-pere-santa-caterina-i-la-ribera,https://www.booking.com/searchresults.html?ss=El%20Born%2C%20Barcelona%2C%20Spain,"El Born, Barcelona, Spain","El Born, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/el-fort-pienc,https://www.booking.com/searchresults.html?ss=el%20Fort%20Pienc%2C%20Barcelona%2C%20Spain,"el Fort Pienc, Barcelona, Spain","el Fort Pienc, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/la-sagrada-familia,https://www.booking.com/searchresults.html?ss=la%20Sagrada%20Fam%C3%ADlia%2C%20Barcelona%2C%20Spain,"la Sagrada Família, Barcelona, Spain","la Sagrada Família, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/les-tres-torres,https://www.booking.com/searchresults.html?ss=les%20Tres%20Torres%2C%20Barcelona%2C%20Spain,"les Tres Torres, Barcelona, Spain","les Tres Torres, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/sant-gervasi-la-bonanova,https://www.booking.com/searchresults.html?ss=La%20Bonanova%2C%20Barcelona%2C%20Spain,"La Bonanova, Barcelona, Spain","La Bonanova, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/el-putxet-i-el-farro,https://www.booking.com/searchresults.html?ss=El%20Putxet%2C%20Barcelona%2C%20Spain,"El Putxet, Barcelona, Spain","El Putxet, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/sant-gervasi-galvany,https://www.booking.com/searchresults.html?ss=Galvany%2C%20Barcelona%2C%20Spain,"Galvany, Barcelona, Spain","Galvany, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/vallcarca-i-els-penitents,https://www.booking.com/searchresults.html?ss=Vallcarca%20i%20els%20Penitents%2C%20Barcelona%2C%20Spain,"Vallcarca i els Penitents, Barcelona, Spain","Vallcarca i els Penitents, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/el-coll,https://www.booking.com/searchresults.html?ss=el%20Coll%2C%20Barcelona%2C%20Spain,"el Coll, Barcelona, Spain","el Coll, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/la-salut,https://www.booking.com/searchresults.html?ss=la%20Salut%2C%20Barcelona%2C%20Spain,"la Salut, Barcelona, Spain","la Salut, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/la-vila-de-gracia,https://www.booking.com/searchresults.html?ss=la%20Vila%20de%20Gr%C3%A0cia%2C%20Barcelona%2C%20Spain,"la Vila de Gràcia, Barcelona, Spain","la Vila de Gràcia, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/el-camp-d-en-grassot-i-gracia-nova,https://www.booking.com/searchresults.html?ss=Camp%20d%27en%20Grassot%2C%20Barcelona%2C%20Spain,"Camp d'en Grassot, Barcelona, Spain","Camp d'en Grassot, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/el-baix-guinardo,https://www.booking.com/searchresults.html?ss=el%20Baix%20Guinard%C3%B3%2C%20Barcelona%2C%20Spain,"el Baix Guinardó, Barcelona, Spain","el Baix Guinardó, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/el-guinardo,https://www.booking.com/searchresults.html?ss=el%20Guinard%C3%B3%2C%20Barcelona%2C%20Spain,"el Guinardó, Barcelona, Spain","el Guinardó, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/can-baro,https://www.booking.com/searchresults.html?ss=Can%20Bar%C3%B3%2C%20Barcelona%2C%20Spain,"Can Baró, Barcelona, Spain","Can Baró, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/el-carmel,https://www.booking.com/searchresults.html?ss=el%20Carmel%2C%20Barcelona%2C%20Spain,"el Carmel, Barcelona, Spain","el Carmel, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/la-teixonera,https://www.booking.com/searchresults.html?ss=la%20Teixonera%2C%20Barcelona%2C%20Spain,"la Teixonera, Barcelona, Spain","la Teixonera, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/sant-genis-dels-agudells,https://www.booking.com/searchresults.html?ss=Sant%20Gen%C3%ADs%20dels%20Agudells%2C%20Barcelona%2C%20Spain,"Sant Genís dels Agudells, Barcelona, Spain","Sant Genís dels Agudells, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/montbau,https://www.booking.com/searchresults.html?ss=Montbau%2C%20Barcelona%2C%20Spain,"Montbau, Barcelona, Spain","Montbau, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/la-vall-d-hebron,https://www.booking.com/searchresults.html?ss=Vall%20d%27Hebron%2C%20Barcelona%2C%20Spain,"Vall d'Hebron, Barcelona, Spain","Vall d'Hebron, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
barcelona/la-clota,https://www.booking.com/searchresults.html?ss=la%20Clota%2C%20Barcelona%2C%20Spain,"la Clota, Barcelona, Spain","la Clota, Barcelona, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
